A 1.BAW-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.BAW-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.BAY-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.BAY-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.BAY-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.BAY-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.BER-21.1|Berufliches Gymnasium, Technik (allgemeine Hochschulreife)|
A 1.BER-21.2|Berufliches Gymnasium, Wirtschaft (allgemeine Hochschulreife)|
A 1.BER-21.4|Berufliches Gymnasium, Ernährung (allgemeine Hochschulreife)|
A 1.BER-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.BER-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.BER-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.BER-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.BRA-21.1|Gymnasiale Oberstufe, Technik (allgemeine Hochschulreife)|
A 1.BRA-21.2|Gymnasiale Oberstufe, Wirtschaft (allgemeine Hochschulreife)|
A 1.BRA-21.3|Gymnasiale Oberstufe, Sozialwesen (allgemeine Hochschulreife)|
A 1.BRA-43|Schule des zweiten Bildungsweges (allgemeine Hochschulreife)|
A 1.BRA-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.BRA-91|Vorbereitung auf Bildungsangebote, die zur allgemeinen Hochschulreife führen|
A 1.BRA-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.BRE-21.1|Berufliches Gymnasium, Technik (allgemeine Hochschulreife)|
A 1.BRE-21.2|Berufliches Gymnasium, Wirtschaft (allgemeine Hochschulreife)|
A 1.BRE-21.3|Berufliches Gymnasium, Gesundheit und Soziales (allgemeine Hochschulreife)|
A 1.BRE-21.6|Berufliches Gymnasium, Gestaltung/Multimedia (allgemeine Hochschulreife)|
A 1.BRE-31|Berufsfachschule, Doppelqualifikation (allgemeine Hochschulreife)|
A 1.BRE-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.BRE-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.BRE-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.BRE-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.HAM-21|Berufliches Gymnasium, Technik (allgemeine Hochschulreife)|
A 1.HAM-22|Berufliches Gymnasium, Wirtschaft (allgemeine Hochschulreife)|
A 1.HAM-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.HAM-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.HAM-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.HAM-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.HES-21.1|Berufliches Gymnasium, Technik (allgemeine Hochschulreife)|
A 1.HES-21.2|Berufliches Gymnasium, Wirtschaft (allgemeine Hochschulreife)|
A 1.HES-21.3|Berufliches Gymnasium, Gesundheit und Soziales (allgemeine Hochschulreife)|
A 1.HES-21.4|Berufliches Gymnasium, Ernährung (allgemeine Hochschulreife)|
A 1.HES-22|Berufliche Schule, Modellversuch (allgemeine Hochschulreife)|
A 1.HES-31|Berufliches Gymnasium, Doppelqualifikation (allgemeine Hochschulreife)|
A 1.HES-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.HES-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.HES-91|Vorbereitung auf Bildungsangebote, die zur allgemeinen Hochschulreife führen|
A 1.HES-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.MBV-21.1|Berufliches Gymnasium, Technik (allgemeine Hochschulreife)|
A 1.MBV-21.2|Berufliches Gymnasium, Wirtschaft (allgemeine Hochschulreife)|
A 1.MBV-21.3|Berufliches Gymnasium, Gesundheit und Soziales (allgemeine Hochschulreife)|
A 1.MBV-21.4|Berufliches Gymnasium, Ernährungswissenschaft (allgemeine Hochschulreife)|
A 1.MBV-31|Berufliches Gymnasium, Doppelqualifikation (allgemeine Hochschulreife)|
A 1.MBV-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.MBV-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.MBV-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.MBV-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.NDS-21.1|Berufliches Gymnasium, Technik (Allgemeine Hochschulreife)|
A 1.NDS-21.2|Berufliches Gymnasium, Wirtschaft (Allgemeine Hochschulreife)|
A 1.NDS-21.3|Berufliches Gymnasium, Gesundheit und Soziales (Allgemeine Hochschulreife)|
A 1.NDS-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.NDS-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.NDS-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.NDS-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.NRW-21.1|Berufliches Gymnasium, Technik (allgemeine Hochschulreife)|
A 1.NRW-21.12|Berufliches Gymnasium, Informatik (allgemeine Hochschulreife)|
A 1.NRW-21.2|Berufliches Gymnasium, Wirtschaft und Verwaltung (allgemeine Hochschulreife)|
A 1.NRW-21.4|Berufliches Gymnasium, Ernährung (allgemeine Hochschulreife)|
A 1.NRW-21.6|Berufliches Gymnasium, Gestaltung (allgemeine Hochschulreife)|
A 1.NRW-27|Oberstufen-Kolleg (allgemeine Hochschulreife)|
A 1.NRW-31|Berufliches Gymnasium, Doppelqualifikation (allgemeine Hochschulreife)|
A 1.NRW-42.1|Fachoberschule Klasse 13, Technik (allgemeine Hochschulreife)|
A 1.NRW-42.2|Fachoberschule Klasse 13, Wirtschaft und Verwaltung (allgemeine Hochschulreife)|
A 1.NRW-42.3|Fachoberschule Klasse 13, Sozial- und Gesundheitswesen (allgemeine Hochschulreife)|
A 1.NRW-42.4|Fachoberschule Klasse 13, Ernährung und Hauswirtschaft (allgemeine Hochschulreife)|
A 1.NRW-42.5|Fachoberschule Klasse 13, Agrarwirtschaft, Bio- und Umwelttechnologie (allgemeine Hochschulreife)|
A 1.NRW-42.6|Fachoberschule Klasse 13, Gestaltung (allgemeine Hochschulreife)|
A 1.NRW-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.NRW-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.NRW-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.NRW-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.RPF-21.1|Berufliches Gymnasium, Technik (allgemeine Hochschulreife)|
A 1.RPF-21.2|Berufliches Gymnasium, Wirtschaft (allgemeine Hochschulreife)|
A 1.RPF-21.3|Berufliches Gymnasium, Gesundheit und Soziales (allgemeine Hochschulreife)|
A 1.RPF-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.RPF-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.RPF-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.RPF-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.SAA-21.1|Berufliches Gymnasium, Technik (allgemeine Hochschulreife)|
A 1.SAA-21.2|Berufliches Gymnasium, Wirtschaft (allgemeine Hochschulreife)|
A 1.SAA-21.3|Berufliches Gymnasium, Gesundheit und Soziales (allgemeine Hochschulreife)|
A 1.SAA-22.1|Technisch-Wissenschaftliches Gymnasium, Doppelprofilierung (allgemeine Hochschulreife)|
A 1.SAA-22.2|Wirtschaftswissenschaftliches Gymnasium, Doppelprofilierung (allgemeine Hochschulreife)|
A 1.SAA-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.SAA-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.SAA-91|Vorbereitung auf Bildungsgänge, die zur allgemeinen Hochschulreife führen|
A 1.SAA-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 1.SAC-21.1|Berufliches Gymnasium, Technikwissenschaft (allgemeine Hochschulreife)|
A 1.SAC-21.10|Berufliches Gymnasium, Biotechnologie (allgemeine Hochschulreife)|
A 1.SAC-21.2|Berufliches Gymnasium, Wirtschaftswissenschaft (allgemeine Hochschulreife)|
A 1.SAC-21.3|Berufliches Gymnasium, Gesundheit und Soziales (allgemeine Hochschulreife)|
A 1.SAC-21.4|Berufliches Gymnasium, Ernährungswissenschaft (allgemeine Hochschulreife)|
A 1.SAC-21.5|Berufliches Gymnasium, Agrarwissenschaft (allgemeine Hochschulreife)|
A 1.SAC-21.8|Berufliches Gymnasium, Informations- und Kommunikationstechnologie (allgemeine Hochschulreife)|
A 1.SAC-31|Berufliches Gymnasium, Doppelqualifikation (allgemeine Hochschulreife)|
A 1.SAC-43|Kolleg/Abendgymnasium (allgemeine Hochschulreife)|
A 1.SAC-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (allgemeine Hochschulreife)|
A 1.SAC-91|Vorbereitung auf Bildungsgänge zur allgemeinen Hochschulreife|
A 1.SAC-92|Vorbereitung auf die Prüfung zur allgemeinen Hochschulreife|
A 3.BAY-21.1|Berufliche Oberschule, Fachoberschule, Technik (Fachhochschulreife)|
A 3.BAY-21.2|Berufliche Oberschule, Fachoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.BAY-21.3|Berufliche Oberschule, Fachoberschule, Sozialwesen (Fachhochschulreife)|
A 3.BAY-21.5|Berufliche Oberschule, Fachoberschule, Agrarwirtschaft, Bio- und Umwelttechnologie (Fachhochschulreife)|
A 3.BAY-21.6|Berufliche Oberschule, Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.BAY-41.1|Berufliche Oberschule, Berufsoberschule, Technik (Fachhochschulreife)|
A 3.BAY-41.2|Berufliche Oberschule, Berufsoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.BAY-41.3|Berufliche Oberschule, Berufsoberschule, Sozialwesen (Fachhochschulreife)|
A 3.BAY-41.5|Berufliche Oberschule, Berufsoberschule, Agrarwirtschaft, Bio- und Umwelttechnologie (Fachhochschulreife)|
A 3.BAY-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.BAY-45|Zusatzqualifikation während dualer Berufsausbildung (Fachhochschulreife)|
A 3.BAY-46|kolleg24 (Fachhochschulreife)|
A 3.BAY-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 3.BAY-92|Vorbereitung auf die Prüfung zur Fachhochschulreife|
A 3.BER-21.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.BER-21.2|Fachoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.BER-21.3|Fachoberschule, Gesundheit und Soziales (Fachhochschulreife)|
A 3.BER-21.4|Fachoberschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.BER-21.5|Fachoberschule, Agrarwirtschaft (Fachhochschulreife)|
A 3.BER-21.6|Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.BER-41.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.BER-41.2|Fachoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.BER-41.3|Fachoberschule, Gesundheit und Soziales (Fachhochschulreife)|
A 3.BER-41.4|Fachoberschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.BER-41.6|Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.BER-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.BER-45|Zusatzqualifikation während dualer Berufsausbildung (Fachhochschulreife)|
A 3.BER-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 3.BER-92|Vorbereitung auf die Prüfung zur Fachhochschulreife|
A 3.BRA-21.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.BRA-21.2|Fachoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.BRA-21.3|Fachoberschule, Gesundheit und Soziales (Fachhochschulreife)|
A 3.BRA-36|Duale Berufsausbildung, Doppelqualifikation (Fachhochschulreife)|
A 3.BRA-41.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.BRA-41.2|Fachoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.BRA-41.3|Fachoberschule, Gesundheit und Soziales (Fachhochschulreife)|
A 3.BRA-41.4|Fachoberschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.BRA-41.5|Fachoberschule, Agrarwirtschaft, Bio- und Umwelttechnologie (Fachhochschulreife)|
A 3.BRA-41.6|Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.BRA-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.BRA-45|Zusatzqualifikation während dualer Berufsausbildung (Fachhochschulreife)|
A 3.BRA-46|Telekolleg (Fachhochschulreife)|
A 3.BRA-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 3.BRA-92|Vorbereitung auf die Prüfung zur Fachhochschulreife|
A 3.BRE-21.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.BRE-21.3|Fachoberschule, Gesundheit und Soziales (Fachhochschulreife)|
A 3.BRE-21.4|Fachoberschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.BRE-21.6|Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.BRE-22|Höhere Handelsschule (Fachhochschulreife)|
A 3.BRE-31|Berufsfachschule, Doppelqualifikation (Fachhochschulreife)|
A 3.BRE-41.1|Fachoberschule 12. Klasse, Technik (Fachhochschulreife)|
A 3.BRE-41.2|Fachoberschule 12. Klasse, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.BRE-41.3|Fachoberschule 12. Klasse, Gesundheit und Soziales (Fachhochschulreife)|
A 3.BRE-41.4|Fachoberschule 12. Klasse, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.BRE-41.6|Fachoberschule 12. Klasse, Gestaltung (Fachhochschulreife)|
A 3.BRE-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.BRE-45|Zusatzqualifikation während dualer Berufsausbildung (Fachhochschulreife)|
A 3.BRE-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 3.BRE-92|Vorbereitung auf die Prüfung zur Fachhochschulreife|
A 3.HAM-22|Höhere Handelsschule (Fachhochschulreife)|
A 3.HAM-41.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.HAM-41.2|Fachoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.HAM-41.3|Fachoberschule, Sozialpädagogik (Fachhochschulreife)|
A 3.HAM-41.4|Fachoberschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.HAM-41.6|Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.HAM-41.9|Fachoberschule, Gesundheit und Soziales (Fachhochschulreife)|
A 3.HAM-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.HAM-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 3.HAM-92|Vorbereitung auf die Prüfung zur Fachhochschulreife|
A 3.HES-21.1|Fachoberschule Form A, Technik (Fachhochschulreife)|
A 3.HES-21.2|Fachoberschule Form A, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.HES-21.6|Fachoberschule Form A, Gestaltung (Fachhochschulreife)|
A 3.HES-21.9|Fachoberschule Form A, Gesundheit und Soziales (Fachhochschulreife)|
A 3.HES-41.1|Fachoberschule Form B, Technik (Fachhochschulreife)|
A 3.HES-41.2|Fachoberschule Form B, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.HES-41.6|Fachoberschule Form B, Gestaltung (Fachhochschulreife)|
A 3.HES-41.9|Fachoberschule Form B, Gesundheit und Soziales (Fachhochschulreife)|
A 3.HES-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.HES-45|Zusatzqualifikation während dualer Berufsausbildung (Fachhochschulreife)|
A 3.HES-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 3.HES-92|Vorbereitung auf die Prüfung zur Fachhochschulreife|
A 3.MBV-21.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.MBV-21.2|Fachoberschule, Wirtschaft/Verwaltung (Fachhochschulreife)|
A 3.MBV-21.3|Fachoberschule, Sozialpädagogik (Fachhochschulreife)|
A 3.MBV-21.4|Fachoberschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.MBV-21.5|Fachoberschule, Agrarwirtschaft (Fachhochschulreife)|
A 3.MBV-21.6|Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.MBV-21.7|Fachoberschule, Seefahrt (Fachhochschulreife)|
A 3.MBV-21.8|Fachoberschule, Informatik (Fachhochschulreife)|
A 3.MBV-41.1|Fachoberschule 12. Klasse, Technik (Fachhochschulreife)|
A 3.MBV-41.2|Fachoberschule 12. Klasse, Wirtschaft/Verwaltung (Fachhochschulreife)|
A 3.MBV-41.3|Fachoberschule 12. Klasse, Sozialpädagogik (Fachhochschulreife)|
A 3.MBV-41.4|Fachoberschule 12. Klasse, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.MBV-41.5|Fachoberschule 12. Klasse, Agrarwirtschaft (Fachhochschulreife)|
A 3.MBV-41.6|Fachoberschule 12. Klasse, Gestaltung (Fachhochschulreife)|
A 3.MBV-41.7|Fachoberschule 12. Klasse, Seefahrt (Fachhochschulreife)|
A 3.MBV-41.8|Fachoberschule 12. Klasse, Informatik (Fachhochschulreife)|
A 3.MBV-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.MBV-45|Zusatzqualifikation während dualer Berufsausbildung (Fachhochschulreife)|
A 3.MBV-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 3.MBV-92|Vorbereitung auf die Prüfung zur Fachhochschulreife|
A 3.NDS-21.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.NDS-21.2|Fachoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.NDS-21.3|Fachoberschule, Gesundheit und Soziales (Fachhochschulreife)|
A 3.NDS-21.4|Fachoberschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.NDS-21.5|Fachoberschule, Agrarwirtschaft, Bio- und Umwelttechnologie (Fachhochschulreife)|
A 3.NDS-21.6|Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.NDS-41.1|Fachoberschule 12. Klasse, Technik (Fachhochschulreife)|
A 3.NDS-41.2|Fachoberschule 12. Klasse, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.NDS-41.3|Fachoberschule 12. Klasse, Gesundheit und Soziales (Fachhochschulreife)|
A 3.NDS-41.4|Fachoberschule 12. Klasse, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.NDS-41.5|Fachoberschule 12. Klasse, Agrarwirtschaft, Bio- und Umwelttechnologie (Fachhochschulreife)|
A 3.NDS-41.6|Fachoberschule 12. Klasse, Gestaltung (Fachhochschulreife)|
A 3.NDS-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.NDS-45|Zusatzqualifikation während dualer Berufsausbildung (Fachhochschulreife)|
A 3.NDS-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 3.NDS-92|Vorbereitung auf die Prüfung zur Fachhochschulreife|
A 3.NRW-21.1|Fachoberschule, Technik (Fachhochschulreife)|
A 3.NRW-21.2|Fachoberschule, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.NRW-21.3|Fachoberschule, Gesundheit und Soziales (Fachhochschulreife)|
A 3.NRW-21.4|Fachoberschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.NRW-21.5|Fachoberschule, Agrarwirtschaft, Bio- und Umwelttechnologie (Fachhochschulreife)|
A 3.NRW-21.6|Fachoberschule, Gestaltung (Fachhochschulreife)|
A 3.NRW-22.1|Zweijährige Berufsfachschule, Technik (Fachhochschulreife)|
A 3.NRW-22.2|Zweijährige Berufsfachschule, Wirtschaft und Verwaltung (Höhere Handelsschule) (Fachhochschulreife)|
A 3.NRW-22.3|Zweijährige Berufsfachschule, Sozial- und Gesundheitswesen (Fachhochschulreife)|
A 3.NRW-22.4|Zweijährige Berufsfachschule, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.NRW-22.5|Zweijährige Berufsfachschule, Agrarwirtschaft (Fachhochschulreife)|
A 3.NRW-22.6|Zweijährige Berufsfachschule, Gestaltung (Fachhochschulreife)|
A 3.NRW-31|Dreijährige Berufsfachschule, Doppelqualifikation (Fachhochschulreife)|
A 3.NRW-41.1|Fachoberschule Klasse 12 B, Technik (Fachhochschulreife)|
A 3.NRW-41.2|Fachoberschule Klasse 12 B, Wirtschaft und Verwaltung (Fachhochschulreife)|
A 3.NRW-41.3|Fachoberschule Klasse 12 B, Gesundheit und Soziales (Fachhochschulreife)|
A 3.NRW-41.4|Fachoberschule Klasse 12 B, Ernährung und Hauswirtschaft (Fachhochschulreife)|
A 3.NRW-41.5|Fachoberschule Klasse 12 B, Agrarwirtschaft (Fachhochschulreife)|
A 3.NRW-41.6|Fachoberschule Klasse 12 B, Gestaltung (Fachhochschulreife)|
A 3.NRW-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (Fachhochschulreife)|
A 3.NRW-45|Fachklasse des dualen Systems - Berufsschule (Fachhochschulreife)|
A 3.NRW-91|Vorbereitung auf Bildungsgänge, die zur Fachhochschulreife führen|
A 2.BAY-41.1|Berufliche Oberschule, Berufsoberschule, Technik (fachgebundene Hochschulreife)|
A 2.BAY-41.2|Berufliche Oberschule, Berufsoberschule, Wirtschaft und Verwaltung (fachgebundene Hochschulreife)|
A 2.BAY-41.3|Berufliche Oberschule, Berufsoberschule, Sozialwesen (fachgebundene Hochschulreife)|
A 2.BAY-41.5|Berufliche Oberschule, Berufsoberschule, Agrarwirtschaft, Bio- und Umwelttechnologie (fachgebundene Hochschulreife)|
A 2.BAY-91|Vorbereitung auf Bildungsgänge, die zur fachgebundenen Hochschulreife führen|
A 2.BAY-92|Vorbereitung auf die Prüfung zur fachgebundenen Hochschulreife|
A 2.BER-41.1|Berufsoberschule, Technik (fachgebundene Hochschulreife)|
A 2.BER-41.2|Berufsoberschule, Wirtschaft (fachgebundene Hochschulreife)|
A 2.BER-41.3|Berufsoberschule, Sozialwesen (fachgebundene Hochschulreife)|
A 2.BER-41.4|Berufsoberschule Ernährung/Hauswirtschaft (fachgebundene Hochschulreife)|
A 2.BER-41.5|Berufsoberschule, Agrarwirtschaft (fachgebundene Hochschulreife)|
A 2.BER-41.6|Berufsoberschule, Gestaltung (fachgebundene Hochschulreife)|
A 2.BER-91|Vorbereitung auf Bildungsgänge, die zur fachgebundenen Hochschulreife führen|
A 2.BER-92|Vorbereitung auf die Prüfung zur fachgebundenen Hochschulreife|
A 2.BRE-41.1|Berufsoberschule, Technik (fachgebundene Hochschulreife)|
A 2.BRE-41.2|Berufsoberschule, Wirtschaft und Verwaltung (fachgebundene Hochschulreife)|
A 2.BRE-41.3|Berufsoberschule, Gesundheit und Soziales (fachgebundene Hochschulreife)|
A 2.BRE-41.4|Berufsoberschule, Ernährung/Hauswirtschaft (fachgebundene Hochschulreife)|
A 2.BRE-41.6|Berufsoberschule, Gestaltung (fachgebundene Hochschulreife)|
A 2.BRE-44|Weitere Bildungsangebote des 2. und 3. Bildungswegs (fachgebundene Hochschulreife)|
